Domain Accession	Domain name	Count	Proteins	Accession proteins
IPR004331	SPX domain	10	['VTC2', 'VTC3', 'PHO81', 'PHO91', 'VTC4', 'GDE1', 'PHO87', 'PHO90', 'SYG1', 'VTC5']	['P43585', 'Q02725', 'P17442', 'P27514', 'P47075', 'Q02979', 'P25360', 'P39535', 'P40528', 'P38966']
IPR018966	VTC domain	3	['VTC2', 'VTC3', 'VTC4']	['P43585', 'Q02725', 'P47075']
IPR037650	60S ribosomal subunit assembly/export protein Loc1	1	['LOC1']	['P43586']
IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain	1	['ALG2']	['P43636']
IPR000704	Casein kinase II, regulatory subunit	2	['CKB1', 'CKB2']	['P43639', 'P38930']
IPR049470	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, C-terminal	1	['GCD14']	['P46959']
IPR014849	EKC/KEOPS complex, subunit Gon7	1	['GON7']	['P46984']
IPR001202	WW domain	9	['SET2', 'PRP40', 'PRP40', 'ESS1', 'RSP5', 'RSP5', 'RSP5', 'WWM1', 'URN1']	['P46995', 'P33203', 'P33203', 'P22696', 'P39940', 'P39940', 'P39940', 'P43582', 'Q06525']
IPR003616	Post-SET domain	2	['SET2', 'SET1']	['P46995', 'P38827']
IPR006560	AWS domain	1	['SET2']	['P46995']
IPR013257	Set2 Rpb1 interacting domain	1	['SET2']	['P46995']
IPR003010	Carbon-nitrogen hydrolase	6	['NIT2', 'QNS1', 'NIT3', 'NTA1', '[]', 'NIT1']	['P47016', 'P38795', 'P49954', 'P40354', 'P40446', 'P40447']
IPR009447	Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1	1	['GWT1']	['P47026']
IPR014044	CAP domain	3	['PRY1', 'PRY3', 'PRY2']	['P47032', 'P47033', 'P36110']
IPR025696	Exosome RNA helicase MTR4-like, beta-barrel domain	1	['MTR4']	['P47047']
IPR005574	RNA polymerase subunit Rpb4/RPC9	1	['RPC17']	['P47076']
IPR000904	Sec7 domain	5	['GEA1', 'SYT1', 'GEA2', 'SEC7', 'YEL1']	['P47102', 'Q06836', 'P39993', 'P11075', 'P34225']
IPR032691	Mon2/Sec7/BIG1-like, HUS domain	4	['GEA1', 'GEA2', 'MON2', 'SEC7']	['P47102', 'P39993', 'P48563', 'P11075']
IPR022033	RAVE complex protein Rav1 C-terminal	1	['RAV1']	['P47104']
IPR034586	GTPase activating protein complex, subunit Bfa1/Byr4	1	['BFA1']	['P47113']
IPR031606	Potassium transporter Kch	3	['KCH1', 'KCH1', 'PRM6']	['P47114', 'P47114', 'Q04705']
IPR000717	Proteasome component (PCI) domain	14	['CSN12', 'THP1', 'RPN5', 'NIP1', 'RPG1', 'RPN3', 'SAC3', 'RPN9', 'RPN6', 'RPN12', 'THP3', 'PCI8', 'RPN7', 'RRI2']	['P47130', 'Q08231', 'Q12250', 'P32497', 'P38249', 'P40016', 'P46674', 'Q04062', 'Q12377', 'P32496', 'Q12049', 'P40512', 'Q06103', 'Q12348']
IPR008570	ESCRT-II complex, Vps25 subunit	1	['VPS25']	['P47142']
IPR013809	ENTH domain	5	['ENT3', 'ENT2', 'ENT1', 'ENT5', 'ENT4']	['P47160', 'Q05785', 'Q12518', 'Q03769', 'Q07872']
IPR001094	Flavodoxin-like	12	['MET5', 'MET5', 'MET5', 'MET5', 'NCP1', 'NCP1', 'NCP1', 'NCP1', 'TAH18', 'TAH18', 'TAH18', 'TAH18']	['P47169', 'P47169', 'P47169', 'P47169', 'P16603', 'P16603', 'P16603', 'P16603', 'Q12181', 'Q12181', 'Q12181', 'Q12181']
IPR005117	Nitrite/Sulfite reductase ferredoxin-like domain	2	['MET5', 'MET5']	['P47169', 'P47169']
IPR006067	Nitrite/sulphite reductase 4Fe-4S domain	1	['MET5']	['P47169']
IPR008254	Flavodoxin/nitric oxide synthase	7	['MET5', 'TYW1', 'NCP1', 'TAH18', 'PST2', 'YCP4', 'RFS1']	['P47169', 'Q08960', 'P16603', 'Q12181', 'Q12335', 'P25349', 'P38234']
IPR000008	C2 domain	22	['TCB2', 'TCB2', 'TCB2', 'TCB2', 'PLC1', 'SCH9', 'PKC1', 'TCB1', 'TCB1', 'TCB1', 'TCB1', 'BUD2', 'RSP5', 'PSD2', 'PSD2', 'INN1', 'TCB3', 'TCB3', 'TCB3', 'TCB3', 'TCB3', '[]']	['P48231', 'P48231', 'P48231', 'P48231', 'P32383', 'P11792', 'P24583', 'Q12466', 'Q12466', 'Q12466', 'Q12466', 'P33314', 'P39940', 'P53037', 'P53037', 'P53901', 'Q03640', 'Q03640', 'Q03640', 'Q03640', 'Q03640', 'Q08748']
IPR031468	Synaptotagmin-like mitochondrial-lipid-binding domain	6	['TCB2', 'NVJ2', 'MDM34', 'TCB1', 'TCB3', 'MDM12']	['P48231', 'Q06833', 'P53083', 'Q12466', 'Q03640', 'Q92328']
IPR051114	Mitochondrial RNA Processing CCM1	2	['CCM1', 'RPM2']	['P48237', 'Q02773']
IPR001247	Exoribonuclease, phosphorolytic domain 1	5	['MTR3', 'RRP43', 'SKI6', 'RRP46', 'RRP45']	['P48240', 'P25359', 'P46948', 'P53256', 'Q05636']
IPR024298	Ancestral coatomer element 1, Sec16/Sec31	2	['SEC16', 'SEC31']	['P48415', 'P38968']
IPR024340	Sec16, central conserved domain	1	['SEC16']	['P48415']
IPR024468	Sec16, N-terminal	1	['SEC16']	['P48415']
IPR021149	Oligosaccharyl transferase complex, subunit OST3/OST6	2	['OST3', 'OST6']	['P48439', 'Q03723']
IPR004143	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain	3	['BPL1', 'LIP2', 'AIM22']	['P48445', 'Q06005', 'P47051']
IPR019197	Biotin-protein ligase, N-terminal	1	['BPL1']	['P48445']
IPR000626	Ubiquitin-like domain	18	['DSK2', 'UBP6', 'SMT3', 'RPL40A', 'RAD23', 'USA1', 'RPS31', 'RPL40B', 'ALF1', 'ESC2', 'MDY2', 'UBI4', 'UBI4', 'UBI4', 'UBI4', 'UBI4', 'RUB1', 'HUB1']	['P48510', 'P43593', 'Q12306', 'P0CH08', 'P32628', 'Q03714', 'P05759', 'P0CH09', 'P53904', 'Q06340', 'Q12285', 'P0CG63', 'P0CG63', 'P0CG63', 'P0CG63', 'P0CG63', 'Q03919', 'Q6Q546']
IPR006636	Heat shock chaperonin-binding	5	['DSK2', 'DSK2', 'RAD23', 'STI1', 'STI1']	['P48510', 'P48510', 'P32628', 'P15705', 'P15705']
IPR015940	Ubiquitin-associated domain	8	['DSK2', 'GTS1', 'RAD23', 'RAD23', 'EDE1', 'DDI1', 'RUP1', '[]']	['P48510', 'P40956', 'P32628', 'P32628', 'P34216', 'P40087', 'Q12242', 'Q06698']
IPR002058	PAP/25A-associated	2	['TRF5', 'PAP2']	['P48561', 'P53632']
IPR054708	Poly(A) RNA polymerase, mitochondrial-like, central palm domain	2	['TRF5', 'PAP2']	['P48561', 'P53632']
IPR001096	Peptidase C13, legumain	1	['GPI8']	['P49018']
IPR028361	GPI-anchor transamidase	1	['GPI8']	['P49018']
IPR000836	Phosphoribosyltransferase domain	13	['APT1', 'PRS5', 'FUR1', 'PRS1', 'PRS3', 'HPT1', 'PRS4', 'ADE4', 'PRS2', 'URA5', 'APT2', 'URA10', 'XPT1']	['P49435', 'Q12265', 'P18562', 'P32895', 'P38689', 'Q04178', 'P38063', 'P04046', 'P38620', 'P13298', 'P36973', 'P30402', 'P47165']
IPR051767	Nucleoporin NUP42 domain-containing protein	1	['NUP42']	['P49686']
IPR007230	Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain	3	['NUP145', 'NUP116', 'NUP100']	['P49687', 'Q02630', 'Q02629']
IPR021967	Nuclear pore complex protein NUP96, C-terminal domain	1	['NUP145']	['P49687']
IPR013216	Methyltransferase type 11	4	['TRM9', 'BUD23', 'ERG6', 'CRG1']	['P49957', 'P25627', 'P25087', 'P38892']
IPR014805	SKG6/TOS2-like	3	['TOS2', 'TOS2', 'SKG6']	['P50078', 'P50078', 'P32900']
IPR007900	Transcription initiation factor TFIID component TAF4, C-terminal	1	['TAF4']	['P50105']
IPR000608	Ubiquitin-conjugating enzyme E2	14	['UBC12', 'MMS2', 'RAD6', 'UBC9', 'CDC34', 'UBC5', 'UBC8', 'PEX4', 'UBC4', 'UBC1', 'UBC6', 'UBC13', 'UBC7', 'UBC11']	['P52491', 'P53152', 'P06104', 'P50623', 'P14682', 'P15732', 'P28263', 'P29340', 'P15731', 'P21734', 'P33296', 'P52490', 'Q02159', 'P52492']
IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain	55	['PIP2', 'ECM22', 'UPC2', 'RDS2', 'PUT3', 'GAL4', 'PDR1', 'OAF1', 'CEP3', 'HAP1', 'SUT1', 'RSC3', 'PPR1', 'LEU3', 'UGA3', 'RGT1', 'ERT1', 'RSC30', 'UME6', 'WAR1', 'ARG81', 'PDR3', 'TBS1', 'CAT8', 'ASG1', 'DAL81', 'OAF3', 'URC2', 'ARO80', 'YRR1', 'LYS14', 'ZNF1', 'SIP4', 'STB5', 'GSM1', 'CHA4', 'TEA1', 'HAL9', 'STB4', 'RDS1', 'SEF1', 'EDS1', 'TOG1', '[]', 'THI2', 'MAL33', 'RDR1', 'YRM1', 'MAL13', 'PDR8', '[]', '[]', '[]', '[]', '[]']	['P52960', 'Q05958', 'Q12151', 'P19541', 'P25502', 'P04386', 'P12383', 'P39720', 'P40969', 'P0CE41', 'P53032', 'Q06639', 'P07272', 'P08638', 'P26370', 'P32862', 'P38140', 'P38781', 'P39001', 'Q03631', 'P05085', 'P33200', 'P38114', 'P39113', 'P40467', 'P21657', 'P36023', 'Q04411', 'Q04052', 'Q12172', 'P40971', 'P43551', 'P46954', 'P38699', 'P42950', 'P43634', 'P47988', 'Q12180', 'P50104', 'P25611', 'P34228', 'P38073', 'P39961', 'Q12244', 'P38141', 'P38157', 'Q08904', 'Q12340', 'P53338', 'Q06149', 'P53749', 'Q06595', 'P35995', 'Q05854', 'P39529']
IPR045231	Protein Yip1/4-like	1	['YIP4']	['P53093']
IPR014801	Mediator complex, subunit Med5, fungi	1	['NUT1']	['P53114']
IPR020838	DBINO domain	1	['INO80']	['P53115']
IPR019150	Vesicle transport protein, Use1	1	['USE1']	['P53146']
IPR031433	Monopolar spindle protein 2	1	['MPS2']	['P53159']
IPR027538	Get 1, fungi	1	['GET1']	['P53192']
IPR035082	Nrap protein domain 1	1	['UTP22']	['P53254']
IPR035367	Nrap protein, domain 2	1	['UTP22']	['P53254']
IPR035368	Nrap protein, domain 3	1	['UTP22']	['P53254']
IPR035369	Nrap protein, domain 4	1	['UTP22']	['P53254']
IPR035370	Nrap protein, domain 5	1	['UTP22']	['P53254']
IPR035371	Nrap protein, domain 6	1	['UTP22']	['P53254']
IPR006762	Gtr1/RagA G protein	2	['GTR2', 'GTR1']	['P53290', 'Q00582']
IPR004457	Zinc finger, ZPR1-type	2	['ZPR1', 'ZPR1']	['P53303', 'P53303']
IPR005336	Mitochondrial pyruvate carrier	3	['MPC3', 'MPC2', 'MPC1']	['P53311', 'P38857', 'P53157']
IPR012386	2',3'-cyclic-nucleotide 3'-phosphodiesterase	1	['CPD1']	['P53314']
IPR018304	Transcription regulator protein Rtt102	1	['RTT102']	['P53330']
IPR000467	G-patch domain	5	['PXR1', 'SQS1', 'SPP382', 'SPP2', '[]']	['P53335', 'P53866', 'Q06411', 'Q02521', 'Q06152']
IPR012904	8-oxoguanine DNA glycosylase, N-terminal	1	['OGG1']	['P53397']
IPR000086	NUDIX hydrolase domain	7	['DCP2', 'IDI1', 'PCD1', 'NPY1', 'DDP1', 'YSA1', '[]']	['P53550', 'P15496', 'Q12524', 'P53164', 'Q99321', 'Q01976', 'P47173']
IPR007722	mRNA decapping protein 2, Box A domain	1	['DCP2']	['P53550']
IPR001765	Carbonic anhydrase	1	['NCE103']	['P53615']
IPR051526	Secreted Beta-Glucosidase SUN	2	['SUN4', 'SIM1']	['P53616', 'P40472']
IPR006569	CID domain	3	['NRD1', 'PCF11', 'RTT103']	['P53617', 'P39081', 'Q05543']
IPR048892	Nrd1/Seb1, domain 2	1	['NRD1']	['P53617']
IPR006692	Coatomer, WD associated region	2	['COP1', 'SEC27']	['P53622', 'P41811']
IPR010714	Coatomer, alpha subunit, C-terminal	1	['COP1']	['P53622']
IPR004895	Prenylated rab acceptor PRA1	1	['YIP3']	['P53633']
IPR002075	Nuclear transport factor 2 domain	3	['BRE5', 'MEX67', 'NTF2']	['P53741', 'Q99257', 'P33331']
IPR000571	Zinc finger, CCCH-type	18	['CWC24', 'DUS3', 'PAN3', 'YTH1', 'YTH1', 'YTH1', 'YTH1', 'YTH1', 'CWC2', 'MOT2', 'TIS11', 'TIS11', 'TMA46', 'TMA46', 'CTH1', 'CTH1', 'LEE1', 'LEE1']	['P53769', 'Q06053', 'P36102', 'Q06102', 'Q06102', 'Q06102', 'Q06102', 'Q06102', 'Q12046', 'P34909', 'P47977', 'P47977', 'Q12000', 'Q12000', 'P47976', 'P47976', 'Q02799', 'Q02799']
IPR011531	Bicarbonate transporter-like, transmembrane domain	2	['BOR1', 'BOR1']	['P53838', 'P53838']
IPR021875	Retrograde transport protein Dsl1 N-terminal domain	1	['DSL1']	['P53847']
IPR021876	Retrograde transport protein Dsl1, C-terminal domain	1	['DSL1']	['P53847']
IPR021750	Septation initiation Sid4-like	2	['CNM67', 'ADY3']	['P53865', 'Q07732']
IPR034082	Protein SQS1, R3H domain	1	['SQS1']	['P53866']
IPR024990	Anaphase-promoting complex subunit 1	1	['APC1']	['P53886']
IPR006760	Endosulphine	2	['IGO1', 'IGO2']	['P53897', 'Q9P305']
IPR001163	Sm domain, eukaryotic/archaea-type	16	['LSM7', 'SMX3', 'LSM5', 'LSM8', 'LSM3', 'SMD2', 'LSM2', 'SMD3', 'SME1', 'SMB1', 'LSM4', 'SMX2', 'LSM1', 'SMD1', 'LSM6', 'MAK31']	['P53905', 'P54999', 'P40089', 'P47093', 'P57743', 'Q06217', 'P38203', 'P43321', 'Q12330', 'P40018', 'P40070', 'P40204', 'P47017', 'Q02260', 'Q06406', 'P23059']
IPR012423	Chromatin modification-related protein Eaf7/MRGBP	1	['EAF7']	['P53911']
IPR007807	Helicase domain	1	['KRE33']	['P53914']
IPR013562	tRNA(Met) cytidine acetyltransferase TmcA, N-terminal	1	['KRE33']	['P53914']
IPR027992	Possible tRNA binding domain	1	['KRE33']	['P53914']
IPR031814	ALG11 mannosyltransferase, N-terminal	1	['ALG11']	['P53954']
IPR000184	Bacterial surface antigen (D15)	1	['SAM50']	['P53969']
IPR015590	Aldehyde dehydrogenase domain	9	['ALD6', 'ALD5', 'HFD1', 'ALD4', 'ALD2', 'PUT2', 'ALD3', 'UGA2', 'MSC7']	['P54115', 'P40047', 'Q04458', 'P46367', 'P47771', 'P07275', 'P54114', 'P38067', 'P38694']
IPR003123	VPS9 domain	3	['VPS9', 'MUK1', '[]']	['P54787', 'Q02866', 'P0CF17']
IPR041545	RABX5, catalytic core helical domain	1	['VPS9']	['P54787']
IPR003613	U-box domain	2	['UFD2', 'PRP19']	['P54860', 'P32523']
IPR019474	Ubiquitin conjugation factor E4, core	1	['UFD2']	['P54860']
IPR013959	DASH complex subunit Dad4	1	['DAD4']	['P69851']
IPR007223	Peroxin 13, N-terminal	1	['PEX13']	['P80667']
IPR008386	ATP synthase, F0 complex, subunit E, mitochondrial	1	['TIM11']	['P81449']
IPR000340	Dual specificity phosphatase, catalytic domain	6	['CDC14', 'SDP1', 'YVH1', 'MSG5', 'TEP1', 'PPS1']	['Q00684', 'P40479', 'Q02256', 'P38590', 'P53916', 'P38148']
IPR029260	Dual specificity/tyrosine protein phosphatase, N-terminal	1	['CDC14']	['Q00684']
IPR003953	FAD-dependent oxidoreductase 2, FAD binding domain	4	['SDH1', 'FRD1', 'OSM1', '[]']	['Q00711', 'P32614', 'P21375', 'P47052']
IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	2	['SDH1', '[]']	['Q00711', 'P47052']
IPR001830	Glycosyl transferase, family 20	4	['TPS1', 'TPS2', 'TSL1', 'TPS3']	['Q00764', 'P31688', 'P38427', 'P38426']
IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	17	['UBP2', 'UBP7', 'UBP6', 'UBP15', 'UBP3', 'UBP8', 'DOA4', 'UBP14', 'UBP12', 'UBP10', 'UBP1', 'SAD1', 'UBP16', 'UBP11', 'UBP13', 'UBP9', 'UBP5']	['Q01476', 'P40453', 'P43593', 'P50101', 'Q01477', 'P50102', 'P32571', 'P38237', 'P39538', 'P53874', 'P25037', 'P43589', 'Q02863', 'P36026', 'P38187', 'P39967', 'P39944']
IPR025305	UCH repeated domain	3	['UBP2', 'UBP2', 'UBP2']	['Q01476', 'Q01476', 'Q01476']
IPR032387	Acetyl-coenzyme A synthetase, N-terminal domain	2	['ACS1', 'ACS2']	['Q01574', 'P52910']
IPR004827	Basic-leucine zipper domain	13	['SKO1', 'GCN4', 'HAC1', 'YAP1', 'CIN5', 'CAD1', 'CST6', 'MET28', 'YAP3', 'ACA1', 'YAP5', 'YAP6', 'YAP7']	['Q02100', 'P03069', 'P41546', 'P19880', 'P40917', 'P24813', 'P40535', 'P40573', 'P38749', 'P39970', 'P40574', 'Q03935', 'Q08182']
IPR020956	Transcription factor Aft1, osmotic stress domain	1	['SKO1']	['Q02100']
IPR024882	Nucleoporin p58/p45/NUP49	1	['NUP49']	['Q02199']
IPR028209	LAMTOR1/MEH1	1	['MEH1']	['Q02205']
IPR010929	CDR ABC transporter	9	['PDR12', 'PDR12', 'PDR5', 'PDR15', 'PDR11', 'PDR10', 'PDR18', 'AUS1', 'SNQ2']	['Q02785', 'Q02785', 'P33302', 'Q04182', 'P40550', 'P51533', 'P53756', 'Q08409', 'P32568']
IPR013525	ABC-2 type transporter, transmembrane domain	19	['PDR12', 'PDR12', 'PDR5', 'PDR5', 'PDR15', 'PDR15', 'PDR11', 'PDR11', 'PDR10', 'PDR10', 'PDR18', 'PDR18', 'AUS1', 'AUS1', 'ADP1', 'SNQ2', 'SNQ2', '[]', '[]']	['Q02785', 'Q02785', 'P33302', 'P33302', 'Q04182', 'Q04182', 'P40550', 'P40550', 'P51533', 'P51533', 'P53756', 'P53756', 'Q08409', 'Q08409', 'P25371', 'P32568', 'P32568', 'Q08234', 'Q08234']
IPR029481	Pleiotropic ABC efflux transporter, N-terminal domain	5	['PDR12', 'PDR5', 'PDR15', 'PDR10', 'SNQ2']	['Q02785', 'P33302', 'Q04182', 'P51533', 'P32568']
IPR043926	ABC transporter family G domain	7	['PDR12', 'PDR15', 'PDR11', 'PDR18', 'AUS1', 'SNQ2', '[]']	['Q02785', 'Q04182', 'P40550', 'P53756', 'Q08409', 'P32568', 'Q08234']
IPR053826	WD repeat-containing protein 75	1	['NAN1']	['Q02931']
IPR007209	RNase L inhibitor RLI-like, possible metal-binding domain	2	['RLI1', 'TSR3']	['Q03195', 'Q12094']
IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	2	['RLI1', 'SDH2']	['Q03195', 'P21801']
IPR022210	Transcription activator GCR1-like domain	5	['HOT1', 'GCR1', 'MSN1', 'EUC1', 'CBF2']	['Q03213', 'P07261', 'P22148', 'Q04461', 'P32504']
IPR010309	E3 ubiquitin ligase, domain of unknown function DUF908	1	['TOM1']	['Q03280']
IPR010314	E3 ubiquitin ligase, domain of unknown function DUF913	1	['TOM1']	['Q03280']
IPR026480	Arginine N-methyltransferase 2-like domain	1	['RMT2']	['Q03305']
IPR006925	Vps16, C-terminal	1	['VPS16']	['Q03308']
IPR006926	Vps16, N-terminal	1	['VPS16']	['Q03308']
IPR045316	Zinc transporter Msc2-like	1	['MSC2']	['Q03455']
IPR001199	Cytochrome b5-like heme/steroid binding domain	6	['SCS7', 'CYB2', 'OLE1', 'CYB5', 'DAP1', 'IRC21']	['Q03529', 'P00175', 'P21147', 'P40312', 'Q12091', 'Q04772']
IPR006694	Fatty acid hydroxylase	4	['SCS7', 'ERG3', 'SUR2', 'ERG25']	['Q03529', 'P32353', 'P38992', 'P53045']
IPR007305	Vesicle transport protein, Got1/SFT2-like	2	['GOT1', 'SFT2']	['Q03554', 'P38166']
IPR004313	Acireductone dioxygenase ARD family	1	['ADI1']	['Q03677']
IPR025697	CLU domain	1	['CLU1']	['Q03690']
IPR028275	Clustered mitochondria protein, N-terminal	1	['CLU1']	['Q03690']
IPR033646	CLU central domain	1	['CLU1']	['Q03690']
IPR003228	Transcription initiation factor TFIID subunit 12 domain	1	['TAF12']	['Q03761']
IPR007233	Trafficking protein particle complex subunit	2	['TRS23', 'BET5']	['Q03784', 'Q03630']
IPR003349	JmjN domain	4	['GIS1', 'RPH1', 'JHD2', 'ECM5']	['Q03833', 'P39956', 'P47156', 'Q03214']
IPR029217	Sporulation-specific protein 71, N-terminal domain	1	['SPO71']	['Q03868']
IPR035260	Filaments in between nuclei protein-1	1	['FIN1']	['Q03898']
IPR001126	UmuC domain	2	['RAD30', 'REV1']	['Q04049', 'P12689']
IPR017961	DNA polymerase, Y-family, little finger domain	2	['RAD30', 'REV1']	['Q04049', 'P12689']
IPR041298	DNA polymerase eta, ubiquitin-binding zinc finger	1	['RAD30']	['Q04049']
IPR013717	PIG-P	1	['GPI19']	['Q04082']
IPR025789	Histone-lysine N-methyltransferase DOT1 domain	1	['DOT1']	['Q04089']
IPR006153	Cation/H+ exchanger	2	['NHX1', 'NHA1']	['Q04121', 'Q99271']
IPR007148	Small-subunit processome, Utp12	3	['UTP5', 'PWP2', 'DIP2']	['Q04177', 'P25635', 'Q12220']
IPR001012	UBX domain	7	['UBX2', 'UBX3', 'SHP1', 'UBX7', 'UBX5', 'UBX6', 'UBX4']	['Q04228', 'Q12229', 'P34223', 'P38349', 'Q06682', 'P47049', 'P54730']
IPR041175	VLRF1/Vms1	1	['VMS1']	['Q04311']
IPR007705	Vesicle transport v-SNARE, N-terminal	1	['VTI1']	['Q04338']
IPR024111	PEX5/PEX5L	2	['PEX9', 'PEX5']	['Q04364', 'P35056']
IPR002791	Damage-control phosphatase ARMT1-like, metal-binding domain	1	['[]']	['Q04371']
IPR008381	Succinate dehydrogenase assembly factor 3, mitochondrial	1	['SDH7']	['Q04401']
IPR024958	GRASP-type PDZ domain	1	['GRH1']	['Q04410']
IPR013252	Kinetochore-Ndc80 subunit Spc24	1	['SPC24']	['Q04477']
IPR024790	Anaphase-promoting complex subunit 4, long domain	1	['APC4']	['Q04601']
IPR002035	von Willebrand factor, type A	3	['SSL1', 'RPN10', 'MDN1']	['Q04673', 'P38886', 'Q12019']
IPR004595	TFIIH C1-like domain	1	['SSL1']	['Q04673']
IPR020401	mRNA transport factor GFD1	1	['GFD1']	['Q04839']
IPR003388	Reticulon	2	['RTN1', 'RTN2']	['Q04947', 'Q12443']
IPR013931	Svf1-like, N-terminal	3	['SVF1', '[]', '[]']	['Q05515', 'Q04925', 'Q05948']
IPR033394	Svf1-like, C-terminal	3	['SVF1', '[]', '[]']	['Q05515', 'Q04925', 'Q05948']
IPR028608	Probable cytosolic iron-sulfur protein assembly protein, CIAO1/Cia1	1	['CIA1']	['Q05583']
IPR000690	Matrin/U1-C, C2H2-type zinc finger	3	['YHC1', 'PRP9', 'PRP9']	['Q05900', 'P19736', 'P19736']
IPR035587	DUS-like, FMN-binding domain	4	['DUS3', 'SMM1', 'DUS1', 'DUS4']	['Q06053', 'P53720', 'P53759', 'Q06063']
IPR003890	MIF4G-like, type 3	8	['SGD1', 'STO1', 'TIF4631', 'TIF4632', 'CWC22', 'NMD2', 'NMD2', 'NMD2']	['Q06132', 'P34160', 'P39935', 'P39936', 'P53333', 'P38798', 'P38798', 'P38798']
IPR003891	Initiation factor eIF-4 gamma, MA3	2	['SGD1', 'CWC22']	['Q06132', 'P53333']
IPR012946	X8 domain	2	['GAS2', 'GAS1']	['Q06135', 'P22146']
IPR050391	Mitochondrial Metabolite Transporter	1	['DIC1']	['Q06143']
IPR052287	Non-homologous end-joining factor	1	['NEJ1']	['Q06148']
IPR013220	E3 ubiquitin-protein ligase substrate receptor Mms22, budding yeast	1	['MMS22']	['Q06164']
IPR002048	EF-hand domain	19	['FRQ1', 'CDC31', 'CDC31', 'PLC1', 'GEM1', 'MLC1', 'MLC1', 'PEF1', 'PEF1', 'CNB1', 'CNB1', 'MLC2', 'CMD1', 'CMD1', 'CCH1', 'MDR1', 'SAL1', 'SAL1', 'SSP120']	['Q06389', 'P06704', 'P06704', 'P32383', 'P39722', 'P53141', 'P53141', 'P53238', 'P53238', 'P25296', 'P25296', 'Q06580', 'P06787', 'P06787', 'P50077', 'P53258', 'D6W196', 'D6W196', 'P39931']
IPR027357	DOCKER domain	1	['DCK1']	['Q06409']
IPR001025	Bromo adjacent homology (BAH) domain	5	['RSC2', 'SIR3', 'SNT2', 'RSC1', 'ORC1']	['Q06488', 'P06701', 'P53127', 'P53236', 'P54784']
IPR039241	Ribosomal RNA-processing protein Rrp9-like	1	['RRP9']	['Q06506']
IPR019363	Lipid droplet-associated hydrolase	1	['[]']	['Q06522']
IPR001594	Palmitoyltransferase, DHHC domain	7	['ERF2', 'PFA4', 'AKR1', 'PFA3', 'SWF1', 'AKR2', 'PFA5']	['Q06551', 'Q12006', 'P39010', 'P42836', 'Q04629', 'Q12013', 'Q03289']
IPR019388	Fat storage-inducing transmembrane protein	2	['YFT2', 'SCS3']	['Q06676', 'P53012']
IPR002509	NodB homology domain	2	['CDA2', 'CDA1']	['Q06703', 'Q06702']
IPR018571	Membrane anchor Opy2, N-terminal	1	['OPY2']	['Q06810']
IPR027353	NET domain	3	['BDF2', 'TAF14', 'BDF1']	['Q07442', 'P35189', 'P35817']
IPR004882	Luc7-related	1	['LUC7']	['Q07508']
IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	1	['YPD1']	['Q07688']
IPR054722	Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain	17	['TY2B-DR3', 'TY2B-OR1', 'TY2B-OR2', 'TY4B-P', 'TY4B-H', 'TY2B-GR2', 'TY4B-J', 'TY2B-LR1', 'TY2B-C', 'TY2B-B', 'TY2B-LR2', 'TY2B-F', 'TY2B-DR2', 'TY2B-GR1', 'TY2B-DR1', 'TY5B', '[]']	['Q07791', 'Q12113', 'Q12501', 'A0A0B7P3V8', 'P0C2J7', 'P0CX64', 'P47024', 'P0C2J3', 'P25384', 'Q12491', 'P0C2J5', 'P0CX63', 'Q03494', 'Q12337', 'Q12472', 'P25601', 'E9PAE3']
IPR013178	Histone acetyltransferase Rtt109/CBP	1	['RTT109']	['Q07794']
IPR002642	Lysophospholipase, catalytic domain	4	['PLB3', 'SPO1', 'PLB2', 'PLB1']	['Q08108', 'P53541', 'Q03674', 'P39105']
IPR004886	Glucanosyltransferase	3	['GAS5', 'GAS3', 'GAS4']	['Q08193', 'Q03655', 'Q08271']
IPR031313	SAPK-interacting protein 1, Pleckstrin-homology domain	1	['AVO1']	['Q08236']
IPR031567	Sin1, middle CRIM domain	1	['AVO1']	['Q08236']
IPR001645	Folylpolyglutamate synthetase	2	['MET7', 'RMA1']	['Q08645', 'P36001']
IPR011760	Pseudouridine synthase, TruD, insertion domain	1	['PUS7']	['Q08647']
IPR010655	Pre-mRNA cleavage complex subunit Clp1, C-terminal	1	['CLP1']	['Q08685']
IPR032319	Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain	2	['CLP1', 'GRC3']	['Q08685', 'Q07845']
IPR032324	Clp1, N-terminal beta-sandwich domain	1	['CLP1']	['Q08685']
IPR011146	HIT-like domain	3	['HNT3', 'HNT2', 'HNT1']	['Q08702', 'P49775', 'Q04344']
