	Domain name	Count	Proteins
IPR046455	['Sec7/BIG1-like, C-terminal domain']	1	['SEC7']
IPR002300	['Aminoacyl-tRNA synthetase, class Ia']	6	['NAM2', 'VAS1', 'ISM1', 'CDC60', 'CDC60', 'ILS1']
IPR025709	['Leucyl-tRNA synthetase, editing domain']	1	['NAM2']
IPR013021	['Myo-inositol-1-phosphate synthase, GAPDH-like']	1	['INO1']
IPR017961	['DNA polymerase, Y-family, little finger domain']	1	['REV1']
IPR024763	['Vacuolar protein sorting protein 11, C-terminal']	1	['PEP5']
IPR001772	['Kinase associated domain 1 (KA1)']	2	['KIN1', 'KIN2']
IPR029262	['DNA-directed RNA polymerase, N-terminal']	1	['RPO41']
IPR046950	['DNA-directed RNA polymerase, C-terminal domain, phage-type']	1	['RPO41']
IPR018325	['Rad4/PNGase transglutaminase-like fold']	1	['RAD4']
IPR018326	['Rad4 beta-hairpin domain 1']	2	['RAD4', 'RAD34']
IPR018327	['Rad4 beta-hairpin domain 2']	2	['RAD4', 'RAD34']
IPR018328	['Rad4 beta-hairpin domain 3']	2	['RAD4', 'RAD34']
IPR010582	['Catalase immune-responsive domain']	2	['CTA1', 'CTT1']
IPR011614	['Catalase core domain']	2	['CTA1', 'CTT1']
IPR028162	['Siroheme biosynthesis protein Met8, C-terminal']	1	['MET8']
IPR028281	['Siroheme synthase, central domain']	1	['MET8']
IPR000023	['Phosphofructokinase domain']	4	['PFK1', 'PFK1', 'PFK2', 'PFK2']
IPR040712	['Phosphofructokinase, N-terminal domain']	1	['PFK1']
IPR000818	['TEA/ATTS domain']	1	['TEC1']
IPR007521	['Choline kinase, N-terminal']	2	['CKI1', 'EKI1']
IPR019200	['ATP adenylyltransferase, C-terminal']	2	['APA2', 'APA1']
IPR045759	['Ap4A phosphorylase 1/2, N-terminal domain']	2	['APA2', 'APA1']
IPR040992	"[""5'-3' exoribonuclease 1, D1 domain""]"	1	['XRN1']
IPR041106	['Exoribonuclease Xrn1, D2/D3 domain']	1	['XRN1']
IPR041385	"[""5'-3' exoribonuclease 1, SH3-like domain""]"	1	['XRN1']
IPR002420	['C2 phosphatidylinositol 3-kinase-type domain']	1	['VPS34']
IPR048267	['Arginosuccinate synthase-like, N-terminal domain']	1	['ARG1']
IPR048268	['Arginosuccinate synthase C-terminal domain']	1	['ARG1']
IPR026896	['Transcription termination and cleavage factor, C-terminal domain']	2	['RNA15', 'PTI1']
IPR000159	['Ras-associating domain']	2	['STE50', 'CYR1']
IPR015316	['Ste50, sterile alpha motif']	1	['STE50']
IPR044103	['LAS seventeen-binding protein 5 , GAT domain']	1	['LSB5']
IPR012920	['Ribosomal RNA methyltransferase, SPB1-like, C-terminal']	1	['SPB1']
IPR024576	['Ribosomal RNA methyltransferase Spb1, domain of unknown function DUF3381']	1	['SPB1']
IPR008883	['Ubiquitin E2 variant, N-terminal']	1	['STP22']
IPR017916	['Steadiness box (SB) domain']	1	['STP22']
IPR002054	['DNA-directed DNA polymerase X']	1	['POL4']
IPR019035	['Mediator complex, subunit Med12']	1	['SRB8']
IPR025607	['Large ribosomal subunit protein uL18, C-terminal, eukaryotes']	1	['RPL5']
IPR007862	['Adenylate kinase, active site lid domain']	2	['ADK2', 'ADK1']
IPR028923	['SAICAR synthetase/ADE2, N-terminal']	1	['ADE1']
IPR001529	['DNA-directed RNA polymerase, M/15kDa subunit']	3	['RPB9', 'RPA12', 'RPC11']
IPR000270	['PB1 domain']	2	['BEM1', 'CDC24']
IPR001342	['Homoserine dehydrogenase, catalytic']	1	['HOM6']
IPR005106	['Aspartate/homoserine dehydrogenase, NAD-binding']	1	['HOM6']
IPR021665	['Mediator complex, subunit Med16, N-terminal']	1	['SIN4']
IPR048339	['Mediator complex subunit 16, C-terminal']	1	['SIN4']
IPR008146	['Glutamine synthetase, catalytic domain']	1	['GLN1']
IPR008147	['Glutamine synthetase, N-terminal domain']	1	['GLN1']
IPR032717	['Mitochondrial splicing suppressor 51, zinc-finger']	1	['MSS51']
IPR046824	['Mitochondrial splicing suppressor 51-like, C-terminal domain']	1	['MSS51']
IPR032003	['Ribosome-associated complex head domain']	1	['ZUO1']
IPR018958	['Knr4/Smi1-like domain']	1	['SMI1']
IPR014001	['Helicase superfamily 1/2, ATP-binding domain']	2	['SUV3', 'DBP6']
IPR022192	['Mitochondrial degradasome RNA helicase subunit, C-terminal domain']	1	['SUV3']
IPR021565	['Rabenosyn, Rab binding domain']	1	['PEP7']
IPR025260	['Chromodomain-helicase-DNA-binding protein 1-like, C-terminal domain']	1	['CHD1']
IPR041150	['Chromodomain helicase DNA-binding domain']	1	['CHD1']
IPR001950	['SUI1 domain']	3	['SUI1', 'TMA64', 'TMA22']
IPR015284	['Signal recognition particle (SRP) receptor alpha subunit, N-terminal']	1	['SRP101']
IPR005043	['Exportin-2, C-terminal']	1	['CSE1']
IPR013713	['Exportin-2, central domain']	2	['CSE1', 'SXM1']
IPR019160	['Exocyst complex component Sec3, coiled-coil']	1	['SEC3']
IPR028258	['Exocyst complex component Sec3, PIP2-binding N-terminal domain']	1	['SEC3']
IPR048628	['Exocyst complex component Sec3, C-terminal']	1	['SEC3']
IPR041546	['ClpA/ClpB, AAA lid domain']	2	['HSP78', 'HSP104']
IPR005549	['Kinetochore protein Nuf2, N-terminal']	1	['NUF2']
IPR001083	['Copper fist DNA-binding domain']	3	['MAC1', 'CUP2', 'HAA1']
IPR006797	['PRELI/MSF1 domain']	3	['UPS2', 'UPS1', 'UPS3']
IPR013238	['RNA polymerase III, subunit Rpc25']	1	['RPC25']
IPR010625	['CHCH']	4	['MIA40', 'COA4', 'MRP10', 'COX23']
IPR003018	['GAF domain']	1	['[]']
IPR002853	['Transcription initiation factor IIE subunit alpha, N-terminal']	1	['TFA1']
IPR001736	['Phospholipase D/Transphosphatidylase']	4	['SPO14', 'SPO14', 'PGS1', 'PGS1']
IPR003111	['Lon protease, N-terminal domain']	1	['PIM1']
IPR008269	['Peptidase S16, Lon proteolytic domain']	1	['PIM1']
IPR011576	"[""Pyridoxamine 5'-phosphate oxidase, putative""]"	3	['PDX3', '[]', '[]']
IPR019576	"[""Pyridoxine 5'-phosphate oxidase, dimerisation, C-terminal""]"	1	['PDX3']
IPR010666	['Zinc finger, GRF-type']	1	['APN2']
IPR049128	['Ribonucleases P/MRP subunit Pop8-like domain']	1	['POP8']
IPR041432	['Ubiquitinyl hydrolase, variant UBP zinc finger']	1	['UBP14']
IPR043987	['CCZ1/INTU/HSP4, first Longin domain']	1	['CCZ1']
IPR005635	['Inner centromere protein, ARK-binding domain']	1	['SLI15']
IPR000305	['GIY-YIG endonuclease']	1	['SLX1']
IPR048749	['Structure-specific endonuclease subunit SLX1, C-terminal domain']	1	['SLX1']
IPR032696	['Squalene cyclase, C-terminal']	1	['ERG7']
IPR032697	['Squalene cyclase, N-terminal']	1	['ERG7']
IPR027486	['Small ribosomal subunit protein uS10 domain']	2	['RPS20', 'RSM10']
IPR006634	['TRAM/LAG1/CLN8 homology domain']	4	['LAG1', 'LAC1', 'TDA4', '[]']
IPR006114	['6-phosphogluconate dehydrogenase, C-terminal']	2	['GND1', 'GND2']
IPR006115	['6-phosphogluconate dehydrogenase, NADP-binding']	2	['GND1', 'GND2']
IPR024654	['Calcineurin-like phosphoesterase domain, lpxH-type']	1	['VPS29']
IPR024679	['Pre-rRNA-processing protein Ipi1, N-terminal']	1	['IPI1']
IPR013536	['WLM domain']	1	['WSS1']
IPR039463	['Sip3/Lam1, BAR domain']	1	['LAM1']
IPR006196	['RNA-binding domain, S1, IF1 type']	1	['TIF11']
IPR009917	['SRA1/Sec31']	1	['SEC31']
IPR006615	['Peptidase C19, ubiquitin-specific peptidase, DUSP domain']	1	['UBP12']
IPR004095	['TGS']	5	['RBG1', 'RBG2', 'OLA1', 'YLF2', 'THS1']
IPR007308	['Rtr1/RPAP2 domain']	2	['RTR1', 'RTR2']
IPR001995	['Peptidase A2A, retrovirus, catalytic']	1	['DDI1']
IPR019103	['Aspartic peptidase, DDI1-type']	1	['DDI1']
IPR033882	['DNA damage inducible protein 1 ubiquitin-like domain']	1	['DDI1']
IPR049425	['Vacuolar protein sorting-associated protein 27, GAT-like domain']	1	['VPS27']
IPR014768	['Rho GTPase-binding/formin homology 3 (GBD/FH3) domain']	1	['BNR1']
IPR033745	['Mitochondria fission protein Fis1, cytosolic domain']	1	['FIS1']
IPR005467	['Histidine kinase domain']	1	['PKP1']
IPR026894	['DNAJ-containing protein, X-domain']	2	['DJP1', 'CAJ1']
IPR003156	['DHHA1 domain']	1	['ALA1']
IPR012947	['Threonyl/alanyl tRNA synthetase, SAD']	3	['ALA1', 'THS1', '[]']
IPR018164	['Alanyl-tRNA synthetase, class IIc, N-terminal']	1	['ALA1']
IPR022039	['Post-transcriptional regulator MKT1, C-terminal']	1	['MKT1']
IPR022040	['Post-transcriptional regulator MKT1, N-terminal']	1	['MKT1']
IPR037314	['Post-transcriptional regulator MKT1, H3TH domain']	1	['MKT1']
IPR005613	['Actin interacting protein 3, C-terminal']	1	['BUD6']
IPR016180	['Large ribosomal subunit protein uL16 domain']	2	['RPL10', 'MRPL16']
IPR001155	['NADH:flavin oxidoreductase/NADH oxidase, N-terminal']	2	['OYE3', 'OYE2']
IPR022998	['Thiamine phosphate synthase/TenI']	1	['THI6']
IPR040450	['TFIIF beta subunit, HTH domain']	1	['TFG2']
IPR040504	['TFIIF, beta subunit, N-terminal']	1	['TFG2']
IPR015168	['SsuA/THI5-like']	4	['THI5', 'THI12', 'THI13', 'THI11']
IPR022591	['Transcription initiation factor TFIID subunit 1, histone acetyltransferase domain']	1	['TAF1']
IPR041670	['Zinc knuckle']	1	['TAF1']
IPR015847	['Exoribonuclease, phosphorolytic domain 2']	3	['SKI6', 'RRP46', 'RRP45']
IPR044865	['MRH domain']	4	['ATG27', 'GTB1', 'YOS9', 'MRL1']
IPR012919	['SUN domain']	2	['MPS3', 'SLP1']
IPR011611	['Carbohydrate kinase PfkB']	3	['ADO1', 'RBK1', 'MAK32']
IPR032456	['CAAX prenyl protease 1, N-terminal']	1	['STE24']
IPR007519	['Bul1, N-terminal']	3	['BUL1', 'BUL2', 'BSC5']
IPR022794	['Bul1, C-terminal']	3	['BUL1', 'BUL2', '[]']
IPR019175	['Prp31 C-terminal']	1	['PRP31']
IPR046468	['Spt20-like, SEP domain']	1	['SPT20']
IPR020602	['GTP cyclohydrolase I domain']	1	['FOL2']
IPR016072	['SKP1 component, dimerisation']	1	['SKP1']
IPR013961	['RAI1-like']	1	['RAI1']
IPR004343	['Plus-3 domain']	1	['RTF1']
IPR006785	['Peroxisome membrane anchor protein Pex14p, N-terminal']	1	['PEX14']
IPR013948	['DNA replication regulator Sld3, C-terminal']	2	['SLD3', 'SLD3']
IPR041393	['Sld3, N-terminal']	1	['SLD3']
IPR003607	['HD/PDEase domain']	4	['YGK1', 'DDI2', '[]', 'DDI3']
IPR008932	['Large ribosomal subunit protein bL12, oligomerization']	1	['MNP1']
IPR013823	['Large ribosomal subunit protein bL12, C-terminal']	1	['MNP1']
IPR013243	['SCA7 domain']	1	['SGF73']
IPR041251	['SAGA-associated factor 73, zinc finger domain']	1	['SGF73']
IPR028095	['Mso1, N-terminal domain']	1	['MSO1']
IPR007654	['NAD-dependent histone deacetylase Sir2, N-terminal']	2	['HST1', 'SIR2']
IPR026590	['Sirtuin family, catalytic core domain']	5	['HST1', 'HST2', 'HST3', 'HST4', 'SIR2']
IPR034353	['ABT1/ESF2, RNA recognition motif']	1	['ESF2']
IPR006906	['Timeless, N-terminal']	1	['TOF1']
IPR015412	['Atg2/VPS13, C-terminal']	1	['ATG2']
IPR026885	['Autophagy-related protein 2, middle RBG module']	1	['ATG2']
IPR048393	['Atg2, N-terminal domain']	1	['ATG2']
IPR019495	['Exosome complex component CSL4, C-terminal']	1	['CSL4']
IPR048626	['Exosome complex component CSL4, N-terminal domain']	1	['CSL4']
IPR024567	['Ribonuclease HII/HIII domain']	1	['RNH201']
IPR048485	['Conserved oligomeric Golgi complex subunit 5, helical domain']	1	['COG5']
IPR049176	['Conserved oligomeric Golgi complex subunit 5, N-terminal']	1	['COG5']
IPR020422	['Dual specificity protein phosphatase domain']	5	['SIW14', 'PPS1', 'OCA1', 'OCA2', 'OCA6']
IPR013941	['Protein Zds1, C-terminal']	2	['ZDS2', 'ZDS1']
IPR040855	['Origin recognition complex subunit 3, winged helix C-terminal']	1	['ORC3']
IPR024481	['Helicase Sen1, N-terminal']	1	['SEN1']
IPR044340	['Helicase Sen1, 1B domain']	1	['SEN1']
IPR031852	['Spindle pole body-associated protein Vik1/Cik1, microtubule binding domain']	2	['CIK1', 'VIK1']
IPR035812	['Methylenetetrahydrofolate dehydrogenase, NAD-binding domain']	1	['MTD1']
IPR013867	['Telomere repeat-binding factor, dimerisation domain']	1	['TBF1']
IPR000999	['Ribonuclease III domain']	3	['RNT1', 'MRPL3', 'MRPL15']
IPR014720	['Double-stranded RNA-binding domain']	2	['RNT1', 'MRPL3']
IPR040540	['Ribonuclease III, N-terminal domain']	1	['RNT1']
IPR003653	['Ulp1 protease family, C-terminal catalytic domain']	2	['ULP1', 'ULP2']
IPR017898	['Vacuolar protein sorting-associated, VPS28, N-terminal']	1	['VPS28']
IPR017899	['Vacuolar protein sorting-associated, VPS28, C-terminal']	1	['VPS28']
IPR002652	['Importin-alpha, importin-beta-binding domain']	1	['SRP1']
IPR006638	['Elp3/MiaA/NifB-like, radical SAM core domain']	3	['ELP3', 'LIP5', 'BIO2']
IPR032432	['Radical SAM, C-terminal extension']	1	['ELP3']
IPR002871	['NIF system FeS cluster assembly, NifU, N-terminal']	2	['ISU1', 'ISU2']
IPR003150	['DNA-binding RFX-type winged-helix domain']	2	['RSC9', 'RFX1']
IPR049566	['WDR59/RTC1-like, RING zinc finger domain']	1	['MTC5']
IPR007249	['Dopey, N-terminal']	1	['DOP1']
IPR040798	['Rpn9, C-terminal helix']	1	['RPN9']
IPR029178	['Extracellular mutant protein 11, C-terminal']	1	['ECM11']
IPR024954	['SSRP1, dimerization domain']	1	['POB3']
IPR035417	['FACT complex subunit SSRP1/POB3, N-terminal PH domain']	1	['POB3']
IPR048993	['FACT complex subunit SSRP1-like, first PH domain']	1	['POB3']
IPR000595	['Cyclic nucleotide-binding domain']	5	['NTE1', 'NTE1', 'BCY1', 'BCY1', '[]']
IPR006751	['TAFII55 protein, conserved region']	1	['TAF7']
IPR013718	['COQ9, C-terminal domain']	1	['COQ9']
IPR013934	['U3 small nucleolar RNA-associated protein 13, C-terminal']	1	['UTP13']
IPR007319	['Small-subunit processome, Utp21']	1	['UTP21']
IPR021891	['Telomerase ribonucleoprotein complex - RNA-binding domain']	1	['EST2']
IPR041232	['Nucleoplasmin-like domain']	2	['FPR4', 'FPR3']
IPR007275	['YTH domain']	1	['PHO92']
IPR029436	['Eukaryotic glycogen debranching enzyme, N-terminal domain']	1	['GDB1']
IPR032788	['Glycogen debranching enzyme, central domain']	1	['GDB1']
IPR032790	['Glycogen debranching enzyme, C-terminal']	1	['GDB1']
IPR032792	['Glycogen debranching enzyme, glucanotransferase domain']	1	['GDB1']
IPR018731	['Autophagy-related protein 13, N-terminal']	1	['ATG13']
IPR031336	['Cell division control protein 73, C-terminal']	1	['CDC73']
IPR005025	['NADPH-dependent FMN reductase-like']	3	['LOT6', 'PST2', 'RFS1']
IPR013791	"[""RNA 3'-terminal phosphate cyclase, insert domain""]"	1	['RCL1']
IPR023797	"[""RNA 3'-terminal phosphate cyclase domain""]"	1	['RCL1']
IPR004887	['Glutathione synthase, substrate-binding domain']	1	['GSH2']
IPR032297	['Torus domain']	1	['CWC2']
IPR040666	['Atg29, N-terminal']	1	['ATG29']
IPR018972	['Sas10 C-terminal domain']	1	['SAS10']
IPR047104	['Bridge-like lipid transfer protein family member 1, N-terminal']	1	['CSF1']
IPR048636	['Csf1, middle RBG module']	1	['CSF1']
IPR024991	['Anaphase-promoting complex subunit 11, RING-H2 finger']	1	['APC11']
IPR032570	['Splicing factor 1, helix-hairpin domain']	1	['MSL5']
IPR031765	['Mdy2, Get4 binding domain']	1	['MDY2']
IPR040474	['Ubiquitin-like protein MDY2, C-terminal domain']	1	['MDY2']
IPR024543	['Autophagy protein Atg19/Atg34, C-terminal']	2	['ATG34', 'ATG19']
IPR019680	['Mediator complex, subunit Med1']	1	['MED1']
IPR007871	['Methyltransferase TRM13']	1	['TRM13']
IPR021721	['Zinc finger, CCCH-type, TRM13']	1	['TRM13']
IPR022776	['TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain']	1	['TRM13']
IPR002761	['Diphthamide synthase domain']	1	['DPH6']
IPR047204	['RNase MRP protein 1, RNA binding domain']	1	['RMP1']
IPR007872	['DPH-type metal-binding domain']	2	['KTI11', 'JJJ3']
IPR015404	['Sorting nexin/Vps5-like, C-terminal']	2	['VPS5', '[]']
IPR041174	['KRR1 small subunit processome component, first KH domain']	2	['PNO1', 'KRR1']
IPR012860	['Arf3-interacting protein 1, N-terminal domain']	1	['AFI1']
IPR037516	['Tripartite DENN domain']	2	['AFI1', 'ANR2']
IPR004206	['mRNA triphosphatase Cet1-like']	2	['CET1', 'CTL1']
IPR035425	['CENP-T/Histone H4, histone fold']	1	['HHF1']
IPR005626	['Recombinase Flp protein, C-terminal']	1	['FLP1']
IPR022647	['Recombinase Flp protein, N-terminal']	1	['FLP1']
IPR001754	"[""Orotidine 5'-phosphate decarboxylase domain""]"	1	['URA3']
IPR007073	['RNA polymerase Rpb1, domain 7']	1	['RPO21']
IPR007075	['RNA polymerase Rpb1, domain 6']	1	['RPO21']
IPR000683	['Gfo/Idh/MocA-like oxidoreductase, N-terminal']	2	['GAL80', '[]']
IPR005633	['Large ribosomal subunit protein uL23, N-terminal']	1	['RPL25']
IPR008336	['DNA topoisomerase I, DNA binding, eukaryotic-type']	1	['TOP1']
IPR013499	['DNA topoisomerase I, eukaryotic-type']	1	['TOP1']
IPR025834	['Topoisomerase I C-terminal domain']	1	['TOP1']
IPR001351	['Small ribosomal subunit protein uS3, C-terminal']	1	['RPS3']
IPR004044	['K Homology domain, type 2']	1	['RPS3']
IPR000506	['Ketol-acid reductoisomerase, C-terminal']	1	['ILV5']
IPR013116	['Ketol-acid reductoisomerase, N-terminal']	1	['ILV5']
IPR013709	['2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain']	2	['LEU4', 'LEU9']
IPR023451	['Thymidylate synthase/dCMP hydroxymethylase domain']	1	['CDC21']
IPR002205	['DNA topoisomerase, type IIA, domain A']	1	['TOP2']
IPR013506	['DNA topoisomerase, type IIA, subunit B, domain 2']	1	['TOP2']
IPR031660	['C-terminal associated domain of TOPRIM']	1	['TOP2']
IPR006554	['Helicase-like, DEXD box c2 type']	2	['RAD3', 'CHL1']
IPR006555	['ATP-dependent helicase, C-terminal']	2	['RAD3', 'CHL1']
IPR010643	['Helical and beta-bridge domain']	1	['RAD3']
IPR010918	['PurM-like, C-terminal domain']	3	['ADE57', 'ADE6', 'ADE6']
IPR011761	['ATP-grasp fold']	1	['ADE57']
IPR016188	['PurM-like, N-terminal domain']	1	['ADE57']
IPR020560	['Phosphoribosylglycinamide synthetase, C-domain']	1	['ADE57']
IPR020562	['Phosphoribosylglycinamide synthetase, N-terminal']	1	['ADE57']
IPR000793	['ATP synthase, alpha subunit, C-terminal']	1	['ATP1']
IPR049163	['DNA helicase Pif1-like, 2B domain']	1	['PIF1']
IPR003117	['cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain']	1	['BCY1']
IPR004192	['Cytochrome b-c1 complex subunit Rieske, transmembrane domain']	1	['RIP1']
IPR005805	['Rieske iron-sulphur protein, C-terminal']	3	['RIP1', 'RIP1', 'RIP1']
IPR006317	['Ubiquinol-cytochrome c reductase, iron-sulphur subunit']	1	['RIP1']
IPR022643	['Orn/DAP/Arg decarboxylase 2, C-terminal']	1	['SPE1']
IPR022644	['Orn/DAP/Arg decarboxylase 2, N-terminal']	1	['SPE1']
IPR001054	['Adenylyl cyclase class-3/4/guanylyl cyclase']	1	['CYR1']
IPR013716	['Adenylate cyclase G-alpha binding']	1	['CYR1']
IPR048580	['Yeast adenylate cyclase-like, C-terminal']	1	['CYR1']
IPR040822	['Swi6, N-terminal']	1	['SWI6']
IPR029004	['Ribosomal eL28/Mak16']	1	['MAK16']
IPR005140	['eRF1 domain 1/Pelota-like']	2	['SUP45', 'DOM34']
IPR005141	['eRF1 domain 2']	2	['SUP45', 'DOM34']
IPR005142	['eRF1 domain 3']	3	['SUP45', 'DOM34', '[]']
IPR014016	['UvrD-like helicase, ATP-binding domain']	2	['SRS2', 'HMI1']
IPR014017	['UvrD-like DNA helicase, C-terminal']	2	['SRS2', 'HMI1']
IPR018287	['Hap4 transcription factor, heteromerisation domain']	2	['HAP4', 'YAP7']
IPR013507	['DNA mismatch repair protein, S5 domain 2-like']	4	['PMS1', 'MLH1', 'MLH3', 'MLH2']
IPR014790	['MutL, C-terminal, dimerisation']	2	['PMS1', 'MLH3']
IPR022676	['Glycylpeptide N-tetradecanoyltransferase, N-terminal']	1	['NMT1']
IPR022677	['Glycylpeptide N-tetradecanoyltransferase, C-terminal']	1	['NMT1']
IPR007758	['Nucleoporin, NSP1-like, C-terminal']	1	['NSP1']
IPR005146	['B3/B4 tRNA-binding domain']	1	['FRS1']
IPR005147	['tRNA synthetase, B5-domain']	1	['FRS1']
IPR040659	['Phenylalanine--tRNA ligase beta subunit, B1 domain']	1	['FRS1']
IPR041616	['Phenylalanyl tRNA synthetase beta chain, core domain']	1	['FRS1']
IPR041243	['STI1/HOP, DP domain']	1	['STI1']
IPR022648	['Proliferating cell nuclear antigen, PCNA, N-terminal']	1	['POL30']
IPR022649	['Proliferating cell nuclear antigen, PCNA, C-terminal']	1	['POL30']
IPR042050	['Endoplasmic reticulum chaperone BIP, nucleotide-binding domain']	1	['KAR2']
IPR006599	['CARP motif']	2	['SRV2', 'SRV2']
IPR013912	['Adenylate cyclase-associated CAP, C-terminal']	1	['SRV2']
IPR013992	['Adenylate cyclase-associated CAP, N-terminal']	1	['SRV2']
IPR003338	['CDC48, N-terminal subdomain']	2	['SEC18', 'CDC48']
IPR004201	['CDC48, domain 2']	2	['SEC18', 'CDC48']
IPR004568	['Phosphopantetheine-protein transferase domain']	1	['FAS2']
IPR014030	['Beta-ketoacyl synthase, N-terminal']	2	['FAS2', 'CEM1']
IPR014031	['Beta-ketoacyl synthase, C-terminal']	2	['FAS2', 'CEM1']
IPR020841	['Polyketide synthase, beta-ketoacyl synthase domain']	1	['FAS2']
IPR040899	['Fatty acid synthase subunit alpha, acyl carrier domain']	1	['FAS2']
IPR041550	['Fatty acid synthase type I, helical']	1	['FAS2']
IPR046943	['Myosin 2/2A, cargo-binding domain, fungi']	1	['MYO2']
IPR002646	['Poly A polymerase, head domain']	1	['CCA1']
IPR032828	['tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain']	1	['CCA1']
IPR015368	['Ubiquitin-conjugating enzyme, C-terminal fungi']	1	['UBC1']
IPR013697	['DNA polymerase epsilon, catalytic subunit A, C-terminal']	1	['POL2']
IPR014978	['Glutamine-Leucine-Glutamine, QLQ']	1	['SNF2']
IPR000297	['Peptidyl-prolyl cis-trans isomerase, PpiC-type']	1	['ESS1']
IPR047348	['DNA repair protein XRCC3-like, C-terminal']	1	['RAD57']
IPR010750	['SGF29 tudor-like domain']	1	['SGF29']
IPR001498	['Impact, N-terminal']	2	['YIH1', '[]']
IPR004015	['SKI-interacting protein SKIP, SNW domain']	1	['PRP45']
IPR022656	['XPA, C-terminal']	1	['RAD14']
IPR022031	['Telomere-associated protein Rif1, N-terminal']	1	['RIF1']
IPR033904	['Trans-isoprenyl diphosphate synthases, head-to-head']	1	['ERG9']
IPR046456	['Phosphomannose isomerase type I, C-terminal domain']	1	['PMI40']
IPR046457	['Phosphomannose isomerase type I, catalytic domain']	1	['PMI40']
IPR046458	['Phosphomannose isomerase type I, helical insertion domain']	1	['PMI40']
IPR000352	['Peptide chain release factor class I']	3	['MRF1', '[]', '[]']
IPR005139	['Peptide chain release factor']	1	['MRF1']
IPR014877	['Exportin-1, C-terminal']	1	['CRM1']
IPR004176	['Clp, repeat (R) domain']	1	['HSP104']
IPR013040	['Coatomer, gamma subunit, appendage, Ig-like subdomain']	1	['SEC21']
IPR032154	['Coatomer subunit gamma, C-terminal']	1	['SEC21']
IPR006572	['Zinc finger, DBF-type']	1	['DBF4']
IPR013939	['Regulatory subunit Dfp1/Him1, central region']	1	['DBF4']
IPR022707	['Mot1, central domain']	1	['MOT1']
IPR008806	['RNA polymerase III Rpc82, C -terminal']	1	['RPC82']
IPR013197	['RNA polymerase III subunit RPC82-related, helix-turn-helix']	1	['RPC82']
IPR011120	['Neutral trehalase Ca2+ binding']	2	['NTH1', 'NTH2']
IPR040593	['Spindle pole body component 110, C-terminal']	1	['SPC110']
IPR015007	['Nuclear pore complex, NUP2/50/61']	1	['NUP2']
IPR005835	['Nucleotidyl transferase domain']	2	['GCD6', 'PSA1']
IPR035543	['Translation initiation factor eIF-2B subunit epsilon, N-terminal']	1	['GCD6']
IPR031872	['Ndc10, domain 2']	1	['CBF2']
IPR049055	['NDC10, N-terminal domain']	1	['CBF2']
IPR021083	['Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal']	1	['NAB2']
IPR041044	['Nuclear polyadenylated RNA-binding 2 protein, CCCH zinc finger 1']	1	['NAB2']
IPR048410	['RNA-binding, Nab2-type zinc finger']	1	['NAB2']
IPR049017	['Nab2, type CCCH zinc finger 4']	1	['NAB2']
IPR000994	['Peptidase M24']	6	['SPT16', 'MAP2', 'MAP1', 'ICP55', 'FRA1', '[]']
IPR013953	['FACT complex subunit Spt16 domain']	1	['SPT16']
IPR029148	['FACT complex subunit Spt16, N-terminal lobe domain']	1	['SPT16']
IPR048969	['FACT complex subunit SPT16, C-terminal domain']	1	['SPT16']
IPR013079	['6-phosphofructo-2-kinase']	4	['FBP26', '[]', 'PFK26', 'PFK27']
IPR011564	['Telomeric single stranded DNA binding POT1/Cdc13']	1	['CDC13']
IPR031749	['Cell division control protein 13, N-terminal']	1	['CDC13']
IPR040650	['Cell division control protein 13, OB2 domain']	1	['CDC13']
IPR041028	['Cdc13, OB4 dimerization domain']	1	['CDC13']
IPR014851	['BCS1, N-terminal']	1	['BCS1']
IPR007191	['Exocyst complex component Sec8, N-terminal']	1	['SEC8']
IPR048630	['Exocyst complex component Sec8, middle helical bundle']	1	['SEC8']
IPR011762	['Acetyl-coenzyme A carboxyltransferase, N-terminal']	2	['HFA1', 'ACC1']
IPR011763	['Acetyl-coenzyme A carboxyltransferase, C-terminal']	2	['HFA1', 'ACC1']
IPR013537	['Acetyl-CoA carboxylase, central domain']	2	['HFA1', 'ACC1']
IPR049074	['Acetyl-CoA carboxylase, BT domain']	2	['HFA1', 'ACC1']
IPR048723	['26S proteasome regulatory subunit 7-like, OB domain']	1	['RPT1']
IPR012591	['PRO8NT domain']	1	['PRP8']
IPR012592	['PROCN domain']	1	['PRP8']
IPR012984	['PROCT domain']	1	['PRP8']
IPR019580	['Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding']	1	['PRP8']
IPR019581	['Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding']	1	['PRP8']
IPR019582	['RNA recognition motif, spliceosomal PrP8']	1	['PRP8']
IPR021983	['PRP8 domain IV core']	1	['PRP8']
IPR003382	['Flavoprotein']	4	['PAD1', 'SIS2', 'CAB3', 'VHS3']
IPR007716	['NPL4, zinc-binding putative']	1	['NPL4']
IPR007717	['Nuclear pore localisation protein NPL4, C-terminal']	1	['NPL4']
IPR022716	['Gcn1, N-terminal']	2	['GCN1', 'GCN1']
